element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
N	3	""	"280.070"	""	"2.11e+05"	C+	"39.39569"	"43.82129"	"2s2.4d"	"2D"	"3/2"	"2s.2p.(1P*).3s"	"2P*"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"280.085"	""	"2.11e+06"	B	"39.39569"	"43.82105"	"2s2.4d"	"2D"	"3/2"	"2s.2p.(1P*).3s"	"2P*"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"280.320"	""	"1.89e+06"	B	"39.39964"	"43.82129"	"2s2.4d"	"2D"	"5/2"	"2s.2p.(1P*).3s"	"2P*"	"3/2"	6	4		"T7192LS"	""	
N	4	""	"280.935"	""	"1.43e+08"	B	"63.80818"	"68.22015"	"1s2.2s.4d"	"1D"	"2"	"1s2.2s.5p"	"1P*"	"1"	5	3		"T5633"	""	
N	2	"282.364"	"282.3631"	"110"	"2.39e+07"	C+	"20.676307"	"25.065964"	"2s.2p3"	"1P*"	"1"	"2s2.2p.4p"	"1P"	"1"	3	3		"T5520,T6385"	"L3513"	
N	5	""	"285.803"	""	"2.16e+08"	A	"84.09853"	"88.43536"	"1s2.5p"	"2P*"	"1/2"	"1s2.6d"	"2D"	"3/2"	2	4		"T5118LS"	""	
N	5	"285.916"	"285.916"	"60l"	"2.59e+08"	A	"84.10053"	"88.43564"	"1s2.5p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"5/2"	4	6		"T5118LS"	"L4829"	
N	5	""	"285.934"	""	"4.31e+07"	A	"84.10053"	"88.43536"	"1s2.5p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"3/2"	4	4		"T5118LS"	""	
N	3	""	"286.286"	""	"1.67e+05"	C+	"42.48833"	"46.81783"	"2s.2p.(3P*).3d"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2P"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"286.561"	""	"6.65e+04"	C	"42.48833"	"46.81369"	"2s.2p.(3P*).3d"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2P"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"286.870"	""	"3.31e+04"	C	"42.49713"	"46.81783"	"2s.2p.(3P*).3d"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2P"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"287.145"	""	"1.32e+05"	C+	"42.49713"	"46.81369"	"2s.2p.(3P*).3d"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2P"	"1/2"	2	2		"T7192LS"	""	
N	6	""	"289.64"	""	"2.079e+07"	AA	"426.4156"	"430.695"	"1s.2s"	"1S"	"0"	"1s.2p"	"1P*"	"1"	1	3		"T5997"	""	
N	3	""	"289.727"	""	"1.77e+00"	D+	"23.15989"	"27.43798"	"2p3"	"4S*"	"3/2"	"2s2.3s"	"2S"	"1/2"	4	2		"T6335"	""	
N	3	""	"291.942"	""	"3.08e+06"	C+	"39.71055"	"43.95618"	"2s2.4f"	"2F*"	"5/2"	"2s2.6d"	"2D"	"3/2"	6	4		"T7192LS"	""	
N	3	""	"291.942"	""	"1.47e+05"	C	"39.71055"	"43.95618"	"2s2.4f"	"2F*"	"5/2"	"2s2.6d"	"2D"	"5/2"	6	6		"T7192LS"	""	
N	3	""	"291.952"	""	"2.93e+06"	C+	"39.71069"	"43.95618"	"2s2.4f"	"2F*"	"7/2"	"2s2.6d"	"2D"	"5/2"	8	6		"T7192LS"	""	
N	5	""	"292.438"	""	"5.79e+07"	A	"88.33418"	"[92.57262]"	"1s2.6p"	"2P*"	"1/2"	"1s2.8d"	"2D"	"3/2"	2	4		"T5118LS"	""	
N	5	""	"292.508"	""	"6.94e+07"	A	"88.33534"	"[92.57276]"	"1s2.6p"	"2P*"	"3/2"	"1s2.8d"	"2D"	"5/2"	4	6		"T5118LS"	""	
N	5	""	"292.518"	""	"1.16e+07"	A	"88.33534"	"[92.57262]"	"1s2.6p"	"2P*"	"3/2"	"1s2.8d"	"2D"	"3/2"	4	4		"T5118LS"	""	
N	3	""	"294.240"	""	"1.36e+07"	C+	"39.79622"	"44.00870"	"2s.2p.(3P*).3p"	"2D"	"3/2"	"2s2.6f"	"2F*"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"295.010"	""	"9.64e+05"	C+	"39.80721"	"44.00870"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2s2.6f"	"2F*"	"5/2"	6	6		"T7192LS"	""	
N	3	""	"295.010"	""	"1.45e+07"	C+	"39.80721"	"44.00870"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2s2.6f"	"2F*"	"7/2"	6	8		"T7192LS"	""	
N	3	""	"297.255"	""	"6.67e+07"	B	"38.32738"	"42.49713"	"2s.2p.(3P*).3p"	"2P"	"1/2"	"2s.2p.(3P*).3d"	"2P*"	"1/2"	2	2		"T7192LS"	""	
N	3	""	"297.733"	""	"3.32e+07"	B	"38.33408"	"42.49713"	"2s.2p.(3P*).3p"	"2P"	"3/2"	"2s.2p.(3P*).3d"	"2P*"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"297.884"	""	"1.66e+07"	B	"38.32738"	"42.48833"	"2s.2p.(3P*).3p"	"2P"	"1/2"	"2s.2p.(3P*).3d"	"2P*"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"298.364"	""	"8.24e+07"	B	"38.33408"	"42.48833"	"2s.2p.(3P*).3p"	"2P"	"3/2"	"2s.2p.(3P*).3d"	"2P*"	"3/2"	4	4		"T7192LS"	""	
N	2	"300.683"	"300.6830"	"220"	"9.19e+07"	B	"20.409133"	"24.531351"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.4s"	"1P*"	"1"	3	3		"T5520,T6385"	"L3513"	
N	2	""	"302.3669"	""	"2.27e+07"	B	"22.103082"	"26.202344"	"2s2.2p.3p"	"1S"	"0"	"2s2.2p.4d"	"1P*"	"1"	1	3		"T5520"	""	
N	5	""	"302.661"	""	"2.41e+06"	B+	"88.43536"	"[92.53063]"	"1s2.6d"	"2D"	"3/2"	"1s2.8p"	"2P*"	"3/2"	4	4		"T5118LS"	""	
N	5	""	"302.682"	""	"2.16e+07"	B+	"88.43564"	"[92.53063]"	"1s2.6d"	"2D"	"5/2"	"1s2.8p"	"2P*"	"3/2"	6	4		"T5118LS"	""	
N	5	""	"302.697"	""	"2.41e+07"	B+	"88.43536"	"[92.53015]"	"1s2.6d"	"2D"	"3/2"	"1s2.8p"	"2P*"	"1/2"	4	2		"T5118LS"	""	
N	5	""	"304.860"	""	"2.83e+07"	A	"88.33418"	"[92.39992]"	"1s2.6p"	"2P*"	"1/2"	"1s2.8s"	"2S"	"1/2"	2	2		"T5118LS"	""	
N	5	""	"304.947"	""	"5.65e+07"	A	"88.33534"	"[92.39992]"	"1s2.6p"	"2P*"	"3/2"	"1s2.8s"	"2S"	"1/2"	4	2		"T5118LS"	""	
N	5	""	"305.162"	""	"7.82e+06"	A	"[84.27363]"	"88.33534"	"1s2.5d"	"2D"	"3/2"	"1s2.6p"	"2P*"	"3/2"	4	4		"T5118LS"	""	
N	5	""	"305.208"	""	"7.04e+07"	A	"84.27424"	"88.33534"	"1s2.5d"	"2D"	"5/2"	"1s2.6p"	"2P*"	"3/2"	6	4		"T5118LS"	""	
N	4	""	"305.220"	""	"1.33e+07"	B	"57.68883"	"61.74977"	"1s2.2p.(2P*).3s"	"3P*"	"0"	"1s2.2p.(2P*<3/2>).3p"	"3S"	"1"	1	3		"T5633LS"	""	
N	5	""	"305.250"	""	"7.82e+07"	A	"[84.27363]"	"88.33418"	"1s2.5d"	"2D"	"3/2"	"1s2.6p"	"2P*"	"1/2"	4	2		"T5118LS"	""	
N	3	""	"305.387"	""	"3.22e+05"	C+	"46.71110"	"50.76982"	"2s.2p.(3P*).4p"	"4D"	"1/2"	"2s.2p.(3P*).5d"	"4P*"	"1/2"	2	2		"T7192LS"	""	
N	3	""	"305.765"	""	"3.21e+04"	C	"46.71110"	"50.76481"	"2s.2p.(3P*).4p"	"4D"	"1/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"305.810"	""	"3.21e+05"	C+	"46.71671"	"50.76982"	"2s.2p.(3P*).4p"	"4D"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"1/2"	4	2		"T7192LS"	""	
N	4	""	"305.960"	""	"3.95e+07"	B	"57.69865"	"61.74977"	"1s2.2p.(2P*).3s"	"3P*"	"1"	"1s2.2p.(2P*<3/2>).3p"	"3S"	"1"	3	3		"T5633LS"	""	
N	3	""	"306.189"	""	"2.05e+05"	B	"46.71671"	"50.76481"	"2s.2p.(3P*).4p"	"4D"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"306.701"	""	"1.27e+04"	C	"46.71671"	"50.75805"	"2s.2p.(3P*).4p"	"4D"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"306.763"	""	"4.01e+05"	B	"46.72429"	"50.76481"	"2s.2p.(3P*).4p"	"4D"	"5/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"	6	4		"T7192LS"	""	
N	3	""	"307.277"	""	"1.14e+05"	C+	"46.72429"	"50.75805"	"2s.2p.(3P*).4p"	"4D"	"5/2"	"2s.2p.(3P*).5d"	"4P*"	"5/2"	6	6		"T7192LS"	""	
N	4	""	"307.519"	""	"6.48e+07"	B	"57.71918"	"61.74977"	"1s2.2p.(2P*).3s"	"3P*"	"2"	"1s2.2p.(2P*<3/2>).3p"	"3S"	"1"	5	3		"T5633LS"	""	
N	4	"307.825"	"307.827"	"90"	"3.91e+08"	B	"64.70274"	"68.72929"	"1s2.2s.4f"	"1F*"	"3"	"1s2.2s.5g"	"1G"	"4"	7	9		"T5600c20"	"L4738"	
N	3	""	"307.941"	""	"6.22e+04"	C+	"39.79622"	"43.82129"	"2s.2p.(3P*).3p"	"2D"	"3/2"	"2s.2p.(1P*).3s"	"2P*"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"307.959"	""	"6.22e+05"	B	"39.79622"	"43.82105"	"2s.2p.(3P*).3p"	"2D"	"3/2"	"2s.2p.(1P*).3s"	"2P*"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"308.114"	""	"5.02e+05"	B	"46.73525"	"50.75805"	"2s.2p.(3P*).4p"	"4D"	"7/2"	"2s.2p.(3P*).5d"	"4P*"	"5/2"	8	6		"T7192LS"	""	
N	3	""	"308.784"	""	"5.55e+05"	B	"39.80721"	"43.82129"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2s.2p.(1P*).3s"	"2P*"	"3/2"	6	4		"T7192LS"	""	
N	3	""	"310.914"	""	"5.19e+04"	C+	"45.69789"	"49.68446"	"2s.2p.(3P*).4s"	"4P*"	"3/2"	"2p2.(3P).3s"	"4P"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"311.257"	""	"7.19e+04"	C+	"45.68996"	"49.67215"	"2s.2p.(3P*).4s"	"4P*"	"1/2"	"2p2.(3P).3s"	"4P"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"311.307"	""	"1.78e+07"	B	"42.48833"	"46.46987"	"2s.2p.(3P*).3d"	"2P*"	"3/2"	"2s.2p.(3P*).4p"	"2P"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"311.874"	""	"7.08e+06"	B	"42.48833"	"46.46263"	"2s.2p.(3P*).3d"	"2P*"	"3/2"	"2s.2p.(3P*).4p"	"2P"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"311.877"	""	"2.29e+04"	C	"45.69789"	"49.67215"	"2s.2p.(3P*).4s"	"4P*"	"3/2"	"2p2.(3P).3s"	"4P"	"3/2"	4	4		"T7192LS"	""	
N	4	""	"311.879"	""	"2.84e+07"	C+	"60.07012"	"64.04436"	"1s2.2p.(2P*).3p"	"3D"	"1"	"1s2.2s.4f"	"3F*"	"2"	3	5		"T5633LS"	""	
N	3	""	"311.905"	""	"2.86e+04"	D	"45.68996"	"49.66388"	"2s.2p.(3P*).4s"	"4P*"	"1/2"	"2p2.(3P).3s"	"4P"	"1/2"	2	2		"T7192LS"	""	
N	3	""	"311.997"	""	"3.54e+06"	B	"42.49713"	"46.46987"	"2s.2p.(3P*).3d"	"2P*"	"1/2"	"2s.2p.(3P*).4p"	"2P"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"312.059"	""	"1.20e+05"	B	"45.71252"	"49.68446"	"2s.2p.(3P*).4s"	"4P*"	"5/2"	"2p2.(3P).3s"	"4P"	"5/2"	6	6		"T7192LS"	""	
N	3	""	"312.528"	""	"1.42e+05"	C+	"45.69789"	"49.66388"	"2s.2p.(3P*).4s"	"4P*"	"3/2"	"2p2.(3P).3s"	"4P"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"312.567"	""	"1.41e+07"	B	"42.49713"	"46.46263"	"2s.2p.(3P*).3d"	"2P*"	"1/2"	"2s.2p.(3P*).4p"	"2P"	"1/2"	2	2		"T7192LS"	""	
N	2	""	"312.5920"	""	"6.11e+05"	D	"20.409133"	"24.374310"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.4s"	"3P*"	"1"	3	3		"T6385"	""	
N	4	""	"312.743"	""	"2.98e+07"	C+	"60.08211"	"64.04538"	"1s2.2p.(2P*).3p"	"3D"	"2"	"1s2.2s.4f"	"3F*"	"3"	5	7		"T5633LS"	""	
N	4	""	"312.823"	""	"5.23e+06"	C+	"60.08211"	"64.04436"	"1s2.2p.(2P*).3p"	"3D"	"2"	"1s2.2s.4f"	"3F*"	"2"	5	5		"T5633LS"	""	
N	3	""	"313.030"	""	"7.63e+04"	C+	"45.71252"	"49.67215"	"2s.2p.(3P*).4s"	"4P*"	"5/2"	"2p2.(3P).3s"	"4P"	"3/2"	6	4		"T7192LS"	""	
N	4	""	"314.119"	""	"3.31e+07"	C+	"60.10087"	"64.04677"	"1s2.2p.(2P*).3p"	"3D"	"3"	"1s2.2s.4f"	"3F*"	"4"	7	9		"T5633LS"	""	
N	4	""	"314.230"	""	"3.69e+06"	C+	"60.10087"	"64.04538"	"1s2.2p.(2P*).3p"	"3D"	"3"	"1s2.2s.4f"	"3F*"	"3"	7	7		"T5633LS"	""	
N	4	""	"314.311"	""	"1.46e+05"	C	"60.10087"	"64.04436"	"1s2.2p.(2P*).3p"	"3D"	"3"	"1s2.2s.4f"	"3F*"	"2"	7	5		"T5633LS"	""	
N	5	""	"315.976"	""	"1.03e+08"	A	"84.09853"	"88.02124"	"1s2.5p"	"2P*"	"1/2"	"1s2.6s"	"2S"	"1/2"	2	2		"T5118LS"	""	
N	5	""	"316.137"	""	"2.05e+08"	A	"84.10053"	"88.02124"	"1s2.5p"	"2P*"	"3/2"	"1s2.6s"	"2S"	"1/2"	4	2		"T5118LS"	""	
N	2	""	"317.687"	""	"9.33e-04"	D	"1.89897"	"5.80055"	"2s2.2p2"	"1D"	"2"	"2s.2p3"	"5S*"	"2"	5	5		"T4899"	""	
N	2	""	"319.0194"	""	"3.30e+05"	D	"20.646058"	"24.531351"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.4s"	"1P*"	"1"	3	3		"T6385"	""	
N	2	""	"319.6391"	""	"2.09e+05"	D	"20.653592"	"24.531351"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.4s"	"1P*"	"1"	5	3		"T6385"	""	
N	3	""	"321.933"	""	"3.15e+07"	B	"46.91969"	"50.76982"	"2s.2p.(3P*).4p"	"4S"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"322.352"	""	"3.14e+07"	B	"46.91969"	"50.76481"	"2s.2p.(3P*).4p"	"4S"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"322.920"	""	"3.12e+07"	B	"46.91969"	"50.75805"	"2s.2p.(3P*).4p"	"4S"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"5/2"	4	6		"T7192LS"	""	
N	5	""	"327.851"	""	"1.03e+07"	B	"90.68519"	"[94.46583]"	"1s2.7s"	"2S"	"1/2"	"1s2.10p"	"2P*"	"3/2"	2	4		"T3225LS"	""	
N	5	""	"327.872"	""	"1.03e+07"	B	"90.68519"	"[94.46558]"	"1s2.7s"	"2S"	"1/2"	"1s2.10p"	"2P*"	"1/2"	2	2		"T3225LS"	""	
N	3	""	"330.403"	""	"5.51e+07"	B	"38.64467"	"42.39611"	"2s2.4p"	"2P*"	"1/2"	"2s2.5d"	"2D"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"330.663"	""	"6.59e+07"	B	"38.64776"	"42.39625"	"2s2.4p"	"2P*"	"3/2"	"2s2.5d"	"2D"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"330.675"	""	"1.10e+07"	B	"38.64776"	"42.39611"	"2s2.4p"	"2P*"	"3/2"	"2s2.5d"	"2D"	"3/2"	4	4		"T7192LS"	""	
N	2	""	"331.1418"	""	"1.09e+06"	B	"20.646058"	"24.389123"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.4s"	"3P*"	"2"	3	5		"T6385n"	""	
N	3	""	"331.183"	""	"4.54e+06"	B	"47.02722"	"50.76982"	"2s.2p.(3P*).4p"	"4P"	"1/2"	"2s.2p.(3P*).5d"	"4P*"	"1/2"	2	2		"T7192LS"	""	
N	3	""	"331.627"	""	"1.13e+07"	B	"47.02722"	"50.76481"	"2s.2p.(3P*).4p"	"4P"	"1/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"331.674"	""	"2.26e+07"	B	"47.03276"	"50.76982"	"2s.2p.(3P*).4p"	"4P"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"1/2"	4	2		"T7192LS"	""	
N	2	""	"331.8097"	""	"1.68e+07"	B	"20.653592"	"24.389123"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.4s"	"3P*"	"2"	5	5		"T6385n"	""	
N	3	""	"332.119"	""	"3.60e+06"	B	"47.03276"	"50.76481"	"2s.2p.(3P*).4p"	"4P"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"	4	4		"T7192LS"	""	
N	2	""	"332.4575"	""	"2.84e+07"	B	"20.646058"	"24.374310"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.4s"	"3P*"	"1"	3	3		"T6385n"	""	
N	3	""	"332.703"	""	"1.21e+07"	B	"47.03931"	"50.76481"	"2s.2p.(3P*).4p"	"4P"	"5/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"	6	4		"T7192LS"	""	
N	3	""	"332.722"	""	"8.06e+06"	B	"47.03276"	"50.75805"	"2s.2p.(3P*).4p"	"4P"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"5/2"	4	6		"T7192LS"	""	
N	2	""	"332.8724"	""	"9.79e+07"	B	"20.665518"	"24.389123"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.4s"	"3P*"	"2"	7	5		"T6385n"	""	
N	3	""	"332.949"	""	"2.59e+06"	B	"33.13334"	"36.85609"	"2s2.3d"	"2D"	"3/2"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	4	4		"T7192LS"	""	
N	2	""	"332.9701"	""	"2.01e+06"	D	"17.877026"	"21.599539"	"2s.2p3"	"1D*"	"2"	"2s2.2p.3p"	"1D"	"2"	5	5		"T7333"	""	
N	3	""	"333.011"	""	"2.33e+07"	B	"33.13403"	"36.85609"	"2s2.3d"	"2D"	"5/2"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	6	4		"T7192LS"	""	
N	2	""	"333.0317"	""	"1.18e+08"	B	"20.646058"	"24.367883"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.4s"	"3P*"	"0"	3	1		"T6385n"	""	
N	2	""	"333.1307"	""	"8.83e+07"	B	"20.653592"	"24.374310"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.4s"	"3P*"	"1"	5	3		"T6385n"	""	
N	3	""	"333.307"	""	"1.87e+07"	B	"47.03931"	"50.75805"	"2s.2p.(3P*).4p"	"4P"	"5/2"	"2s.2p.(3P*).5d"	"4P*"	"5/2"	6	6		"T7192LS"	""	
N	3	""	"334.209"	""	"2.56e+07"	B	"33.13334"	"36.84205"	"2s2.3d"	"2D"	"3/2"	"2s.2p.(3P*).3s"	"2P*"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"334.276"	""	"3.80e+07"	B	"36.84205"	"40.55002"	"2s.2p.(3P*).3s"	"2P*"	"1/2"	"2s.2p.(3P*).3p"	"2S"	"1/2"	2	2		"T7192LS"	""	
N	3	""	"335.398"	""	"7.66e+07"	B	"35.64910"	"39.34467"	"2s.2p.(3P*).3s"	"4P*"	"1/2"	"2s.2p.(3P*).3p"	"4P"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"335.432"	""	"5.51e+07"	B	"35.65680"	"39.35199"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2s.2p.(3P*).3p"	"4P"	"5/2"	4	6		"T7192LS"	""	
N	3	""	"335.546"	""	"7.51e+07"	B	"36.85609"	"40.55002"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2S"	"1/2"	4	2		"T7192LS"	""	
N	3	""	"335.878"	""	"3.05e+07"	B	"35.64910"	"39.33939"	"2s.2p.(3P*).3s"	"4P*"	"1/2"	"2s.2p.(3P*).3p"	"4P"	"1/2"	2	2		"T7192LS"	""	
N	3	""	"336.098"	""	"2.44e+07"	B	"35.65680"	"39.34467"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2s.2p.(3P*).3p"	"4P"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"336.580"	""	"1.52e+08"	B	"35.65680"	"39.33939"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2s.2p.(3P*).3p"	"4P"	"1/2"	4	2		"T7192LS"	""	
N	3	"336.734"	"336.736"	"120"	"1.27e+08"	B	"35.67111"	"39.35199"	"2s.2p.(3P*).3s"	"4P*"	"5/2"	"2s.2p.(3P*).3p"	"4P"	"5/2"	6	6		"T7192LS"	"L3513"	
N	3	""	"337.407"	""	"8.13e+07"	B	"35.67111"	"39.34467"	"2s.2p.(3P*).3s"	"4P*"	"5/2"	"2s.2p.(3P*).3p"	"4P"	"3/2"	6	4		"T7192LS"	""	
N	2	""	"340.8127"	""	"1.91e+07"	B+	"18.466228"	"22.103082"	"2s2.2p.3s"	"3P*"	"1"	"2s2.2p.3p"	"1S"	"0"	3	1		"T7333"	""	
N	2	"343.715"	"343.7145"	"360"	"1.91e+08"	B+	"18.496930"	"22.103082"	"2s2.2p.3s"	"1P*"	"1"	"2s2.2p.3p"	"1S"	"0"	3	1		"T7333"	"L3513"	
N	5	""	"343.996"	""	"2.40e+07"	B	"[90.88156]"	"94.4848"	"1s2.7p"	"2P*"	"3/2"	"1s2.10d"	"2D"	"5/2"	4	6		"T3225LS"	""	
N	5	""	"344.198"	""	"2.00e+07"	B	"[90.88083]"	"94.4819"	"1s2.7p"	"2P*"	"1/2"	"1s2.10d"	"2D"	"3/2"	2	4		"T3225LS"	""	
N	5	""	"344.268"	""	"3.99e+06"	B	"[90.88156]"	"94.4819"	"1s2.7p"	"2P*"	"3/2"	"1s2.10d"	"2D"	"3/2"	4	4		"T3225LS"	""	
N	4	""	"344.361"	""	"3.46e+07"	B	"57.69865"	"61.29804"	"1s2.2p.(2P*).3s"	"3P*"	"1"	"1s2.2p.(2P*).3p"	"3P"	"2"	3	5		"T5633LS"	""	
N	3	""	"344.362"	""	"2.28e+05"	B	"38.32738"	"41.92676"	"2s.2p.(3P*).3p"	"2P"	"1/2"	"2s2.5p"	"2P*"	"3/2"	2	4		"T7192LS"	""	
N	3	""	"344.459"	""	"9.10e+05"	B	"38.32738"	"41.92574"	"2s.2p.(3P*).3p"	"2P"	"1/2"	"2s2.5p"	"2P*"	"1/2"	2	2		"T7192LS"	""	
N	4	""	"344.522"	""	"4.60e+07"	B	"57.68883"	"61.28653"	"1s2.2p.(2P*).3s"	"3P*"	"0"	"1s2.2p.(2P*).3p"	"3P"	"1"	1	3		"T5633LS"	""	
N	3	""	"345.004"	""	"1.13e+06"	B	"38.33408"	"41.92676"	"2s.2p.(3P*).3p"	"2P"	"3/2"	"2s2.5p"	"2P*"	"3/2"	4	4		"T7192LS"	""	
N	3	""	"345.101"	""	"4.52e+05"	B	"38.33408"	"41.92574"	"2s.2p.(3P*).3p"	"2P"	"3/2"	"2s2.5p"	"2P*"	"1/2"	4	2		"T7192LS"	""	
N	2	""	"345.1277"	""	"1.14e+05"	D	"20.939965"	"24.531351"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.4s"	"1P*"	"1"	3	3		"T6385"	""	
N	4	""	"345.465"	""	"3.42e+07"	B	"57.69865"	"61.28653"	"1s2.2p.(2P*).3s"	"3P*"	"1"	"1s2.2p.(2P*).3p"	"3P"	"1"	3	3		"T5633LS"	""	
N	4	""	"346.136"	""	"1.36e+08"	B	"57.69865"	"61.27957"	"1s2.2p.(2P*).3s"	"3P*"	"1"	"1s2.2p.(2P*).3p"	"3P"	"0"	3	1		"T5633LS"	""	
N	4	"346.337"	"346.336"	"90"	"1.02e+08"	B	"57.71918"	"61.29804"	"1s2.2p.(2P*).3s"	"3P*"	"2"	"1s2.2p.(2P*).3p"	"3P"	"2"	5	5		"T5633LS"	"L4738"	
N	4	""	"347.453"	""	"5.61e+07"	B	"57.71918"	"61.28653"	"1s2.2p.(2P*).3s"	"3P*"	"2"	"1s2.2p.(2P*).3p"	"3P"	"1"	5	3		"T5633LS"	""	
N	4	"347.871"	"347.872"	"570"	"1.06e+08"	B	"46.77735"	"50.34041"	"1s2.2s.3s"	"3S"	"1"	"1s2.2s.3p"	"3P*"	"2"	3	5		"T5633,T2966,LS"	"L4738"	
N	4	"348.299"	"348.300"	"500"	"1.06e+08"	B	"46.77735"	"50.33603"	"1s2.2s.3s"	"3S"	"1"	"1s2.2s.3p"	"3P*"	"1"	3	3		"T5633,T2966,LS"	"L4738"	
N	4	"348.496"	"348.493"	"400"	"1.06e+08"	B	"46.77735"	"50.33406"	"1s2.2s.3s"	"3S"	"1"	"1s2.2s.3p"	"3P*"	"0"	3	1		"T5633,T2966,LS"	"L4738"	
N	5	""	"351.976"	""	"9.61e+05"	B	"[90.94432]"	"[94.46583]"	"1s2.7d"	"2D"	"3/2"	"1s2.10p"	"2P*"	"3/2"	4	4		"T3225LS"	""	
N	5	""	"351.998"	""	"8.64e+06"	B	"[90.94454]"	"[94.46583]"	"1s2.7d"	"2D"	"5/2"	"1s2.10p"	"2P*"	"3/2"	6	4		"T3225LS"	""	
N	5	""	"352.001"	""	"9.60e+06"	B	"[90.94432]"	"[94.46558]"	"1s2.7d"	"2D"	"3/2"	"1s2.10p"	"2P*"	"1/2"	4	2		"T3225LS"	""	
N	5	""	"352.268"	""	"1.04e+07"	B	"[90.88083]"	"[94.39942]"	"1s2.7p"	"2P*"	"1/2"	"1s2.10s"	"2S"	"1/2"	2	2		"T3225LS"	""	
N	5	""	"352.341"	""	"2.08e+07"	B	"[90.88156]"	"[94.39942]"	"1s2.7p"	"2P*"	"3/2"	"1s2.10s"	"2S"	"1/2"	4	2		"T3225LS"	""	
N	2	""	"359.3597"	""	"1.21e+07"	B	"20.939965"	"24.389123"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.4s"	"3P*"	"2"	3	5		"T6385n"	""	
