element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Si	3	""	"308.3373"	""	"1.01e+07"	C	"26.824014"	"30.843904"	"3p.3d"	"3P*"	"0"	"3p.4p"	"3S"	"1"	1	3		"T6298c4,LS"	""	
Si	3	"308.624"	"308.6236"	"25"	"1.46e+08"	B+	"17.722765"	"21.738926"	"3s.3d"	"3D"	"3"	"3s.4p"	"3P*"	"2"	7	5		"c44"	"L4833"	
Si	3	"308.646"	"308.6436"	"6"	"2.61e+07"	C+	"17.723025"	"21.738926"	"3s.3d"	"3D"	"2"	"3s.4p"	"3P*"	"2"	5	5		"c44"	"L4833"	
Si	3	""	"308.6666"	""	"1.74e+06"	C	"17.723324"	"21.738926"	"3s.3d"	"3D"	"1"	"3s.4p"	"3P*"	"2"	3	5		"c44"	""	
Si	3	"309.342"	"309.3424"	"20"	"1.30e+08"	B	"17.723025"	"21.729855"	"3s.3d"	"3D"	"2"	"3s.4p"	"3P*"	"1"	5	3		"c44"	"L4833"	
Si	3	"309.365"	"309.3654"	"5"	"4.33e+07"	C+	"17.723324"	"21.729855"	"3s.3d"	"3D"	"1"	"3s.4p"	"3P*"	"1"	3	3		"c44"	"L4833"	
Si	3	"309.683"	"309.6826"	"16"	"1.73e+08"	B	"17.723324"	"21.725752"	"3s.3d"	"3D"	"1"	"3s.4p"	"3P*"	"0"	3	1		"c44"	"L4833"	
Si	7	""	"311.63"	""	"9.03e+05"	D+	"181.933"	"185.911"	"2s2.2p3.(2P*).3d"	"3D*"	"3"	"2s.2p4.(4P).3s"	"3P"	"2"	7	5		"u20,LS"	""	
Si	6	""	"312.13"	""	"4.77e+03"	D	"142.6168"	"146.5879"	"2s2.2p4.(1D).3p"	"2P*"	"1/2"	"2s2.2p4.(3P).3d"	"4D"	"3/2"	2	4		"c44"	""	
Si	3	"312.627"	"312.6263"	"6"	"4.67e+07"	C+	"26.804174"	"30.768916"	"3p.3d"	"3P*"	"2"	"3p.4p"	"3P"	"2"	5	5		"T6298c4,LS"	"L4833"	
Si	3	""	"313.5918"	""	"1.54e+07"	C+	"26.816380"	"30.768916"	"3p.3d"	"3P*"	"1"	"3p.4p"	"3P"	"2"	3	5		"T6298c4,LS"	""	
Si	13	""	"314.04"	""	"2.05e+07"	A	"[2175.5178]"	"[2179.4647]"	"1s.3s"	"3S"	"1"	"1s.3p"	"3P*"	"1"	3	3		"T5231c4,LS"	""	
Si	8	""	"314.08"	""	"2.62e+03"	D+	"201.928"	"205.875"	"2s.2p3.(5S*).3s"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"2D"	"5/2"	4	6		"T7370c12"	""	
Si	3	"314.737"	"314.7361"	"7"	"2.53e+07"	C+	"26.804174"	"30.742340"	"3p.3d"	"3P*"	"2"	"3p.4p"	"3P"	"1"	5	3		"T6298c4,LS"	"L4833"	
Si	4	"314.956"	"314.9559"	"7"	"4.02e+08"	A+	"27.061642"	"30.997059"	"2p6.4p"	"2P*"	"1/2"	"2p6.4d"	"2D"	"3/2"	2	4		"c33"	"L6098"	
Si	3	""	"315.7147"	""	"1.51e+07"	C	"26.816380"	"30.742340"	"3p.3d"	"3P*"	"1"	"3p.4p"	"3P"	"1"	3	3		"T6298c4,LS"	""	
Si	3	"316.161"	"316.1610"	"8"	"4.91e+07"	C+	"25.333789"	"29.254207"	"3s.4d"	"1D"	"2"	"3p.3d"	"1P*"	"1"	5	3		"T6298c4"	"L4833"	
Si	3	""	"316.3298"	""	"2.00e+07"	C	"26.824014"	"30.742340"	"3p.3d"	"3P*"	"0"	"3p.4p"	"3P"	"1"	1	3		"T6298c4,LS"	""	
Si	3	""	"316.5347"	""	"5.99e+07"	C	"26.816380"	"30.732169"	"3p.3d"	"3P*"	"1"	"3p.4p"	"3P"	"0"	3	1		"T6298c4,LS"	""	
Si	4	""	"316.5698"	""	"7.95e+07"	A+	"27.081704"	"30.997059"	"2p6.4p"	"2P*"	"3/2"	"2p6.4d"	"2D"	"3/2"	4	4		"c33"	""	
Si	4	"316.571"	"316.5710"	"9"	"4.77e+08"	A+	"27.081704"	"30.997044"	"2p6.4p"	"2P*"	"3/2"	"2p6.4d"	"2D"	"5/2"	4	6		"c33"	"L6098"	
Si	3	"318.513"	"318.5121"	"16"	"4.04e+08"	B	"21.881623"	"25.773102"	"3s.4p"	"1P*"	"1"	"3s.5s"	"1S"	"0"	3	1		"T6298c4"	"L4833"	
Si	3	"318.602"	"318.6018"	"13"	"1.13e+08"	B	"24.663327"	"28.553712"	"3p.3d"	"3F*"	"2"	"3s.5g"	"3G"	"3"	5	7		"T6298c4,LS"	"L4833"	
Si	13	""	"319.45"	""	"1.94e+07"	A	"[2175.5178]"	"[2179.3978]"	"1s.3s"	"3S"	"1"	"1s.3p"	"3P*"	"0"	3	1		"T5231c4,LS"	""	
Si	3	"319.650"	"319.6501"	"14"	"1.14e+08"	B	"24.676140"	"28.553767"	"3p.3d"	"3F*"	"3"	"3s.5g"	"3G"	"4"	7	9		"T6298c4,LS"	"L4833"	
Si	3	""	"319.6546"	""	"9.79e+06"	C+	"24.676140"	"28.553712"	"3p.3d"	"3F*"	"3"	"3s.5g"	"3G"	"3"	7	7		"T6298c4,LS"	""	
Si	2	"320.387"	"320.3872"	"100w"	"4.45e+07"	C+	"10.066443"	"13.935149"	"3s2.4p"	"2P*"	"1/2"	"3s2.5d"	"2D"	"3/2"	2	4		"T7166"	"L3541"	
Si	2	"321.003"	"321.0026"	"200w"	"5.29e+07"	C+	"10.073880"	"13.935169"	"3s2.4p"	"2P*"	"3/2"	"3s2.5d"	"2D"	"5/2"	4	6		"T7166"	"L3541"	
Si	2	""	"321.0042"	""	"8.82e+06"	C	"10.073880"	"13.935149"	"3s2.4p"	"2P*"	"3/2"	"3s2.5d"	"2D"	"3/2"	4	4		"T7166"	""	
Si	3	"321.055"	"321.0557"	"15"	"1.20e+08"	B+	"24.693201"	"28.553852"	"3p.3d"	"3F*"	"4"	"3s.5g"	"3G"	"5"	9	11		"T6298c4,LS"	"L4833"	
Si	3	""	"321.0628"	""	"7.50e+06"	C+	"24.693201"	"28.553767"	"3p.3d"	"3F*"	"4"	"3s.5g"	"3G"	"4"	9	9		"T6298c4,LS"	""	
Si	3	""	"321.0673"	""	"1.47e+05"	D	"24.693201"	"28.553712"	"3p.3d"	"3F*"	"4"	"3s.5g"	"3G"	"3"	9	7		"T6298c4,LS"	""	
Si	3	"321.625"	"321.6249"	"7"	"1.90e+07"	D+	"25.333789"	"29.187607"	"3s.4d"	"1D"	"2"	"3p.3d"	"1F*"	"3"	5	7		"T6298c4"	"L4833"	
Si	3	"323.050"	"323.0496"	"12"	"4.75e+07"	C+	"21.725752"	"25.562576"	"3s.4p"	"3P*"	"0"	"3s.5s"	"3S"	"1"	1	3		"T6298c4,LS"	"L4833"	
Si	3	"323.395"	"323.3954"	"14"	"1.42e+08"	B	"21.729855"	"25.562576"	"3s.4p"	"3P*"	"1"	"3s.5s"	"3S"	"1"	3	3		"T6298c4,LS"	"L4833"	
Si	10	""	"323.64"	""	"1.60e+07"	B+	"252.414?"	"256.244"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2P"	"3/2"	4	4		"T7192c4,LS"	""	
Si	4	""	"324.1572"	""	"4.23e+06"	B	"36.141084"	"39.964797"	"2p6.5d"	"2D"	"3/2"	"2p6.7p"	"2P*"	"3/2"	4	4		"c33"	""	
Si	4	""	"324.1583"	""	"3.80e+07"	B+	"36.141096"	"39.964797"	"2p6.5d"	"2D"	"5/2"	"2p6.7p"	"2P*"	"3/2"	6	4		"c33"	""	
Si	3	"324.162"	"324.1626"	"15"	"2.35e+08"	B	"21.738926"	"25.562576"	"3s.4p"	"3P*"	"2"	"3s.5s"	"3S"	"1"	5	3		"T6298c4,LS"	"L4833"	
Si	4	"324.419"	"324.4191"	"1w"	"4.21e+07"	B+	"36.141084"	"39.961710"	"2p6.5d"	"2D"	"3/2"	"2p6.7p"	"2P*"	"1/2"	4	2		"c33"	"L6098"	
Si	3	""	"324.7585"	""	"4.46e+04"	E	"25.978583"	"29.795217"	"3s.4f"	"3F*"	"2"	"3s.6d"	"3D"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"324.7686"	""	"1.22e+06"	D+	"26.952400"	"30.768916"	"3p.3d"	"3D*"	"1"	"3p.4p"	"3P"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"325.0534"	""	"1.58e+06"	D+	"25.982046"	"29.795217"	"3s.4f"	"3F*"	"3"	"3s.6d"	"3D"	"3"	7	7		"T6298c4,LS"	""	
Si	3	""	"325.0790"	""	"2.21e+06"	D+	"25.978583"	"29.791454"	"3s.4f"	"3F*"	"2"	"3s.6d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Si	3	""	"325.107"	""	"1.37e+07"	D	"28.154479"	"31.96702"	"3s.5d"	"3D"	"1"	"3s.9f"	"3F*"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"325.139"	""	"1.45e+07"	D	"28.154854"	"31.96702"	"3s.5d"	"3D"	"2"	"3s.9f"	"3F*"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"325.139"	""	"2.54e+06"	E	"28.154854"	"31.96702"	"3s.5d"	"3D"	"2"	"3s.9f"	"3F*"	"2"	5	5		"T6298c4,LS"	""	
Si	3	""	"325.187"	""	"1.63e+07"	D+	"28.155413"	"31.96702"	"3s.5d"	"3D"	"3"	"3s.9f"	"3F*"	"4"	7	9		"T6298c4,LS"	""	
Si	3	""	"325.187"	""	"1.82e+06"	E	"28.155413"	"31.96702"	"3s.5d"	"3D"	"3"	"3s.9f"	"3F*"	"3"	7	7		"T6298c4,LS"	""	
Si	3	""	"325.187"	""	"7.18e+04"	E	"28.155413"	"31.96702"	"3s.5d"	"3D"	"3"	"3s.9f"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Si	3	""	"325.3118"	""	"1.97e+07"	C	"25.978583"	"29.788726"	"3s.4f"	"3F*"	"2"	"3s.6d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Si	3	"325.340"	"325.3410"	"7"	"1.82e+07"	C+	"26.959114"	"30.768916"	"3p.3d"	"3D*"	"2"	"3p.4p"	"3P"	"2"	5	5		"T6298c4,LS"	"L4833"	
Si	3	"325.374"	"325.3745"	"5"	"1.75e+07"	C+	"25.982046"	"29.791454"	"3s.4f"	"3F*"	"3"	"3s.6d"	"3D"	"2"	7	5		"T6298c4,LS"	"L4833"	
Si	3	"325.480"	"325.4807"	"7"	"1.81e+07"	C+	"25.987051"	"29.795217"	"3s.4f"	"3F*"	"4"	"3s.6d"	"3D"	"3"	9	7		"T6298c4,LS"	"L4833"	
Si	3	"325.866"	"325.8667"	"12"	"1.01e+08"	B	"26.965260"	"30.768916"	"3p.3d"	"3D*"	"3"	"3p.4p"	"3P"	"2"	7	5		"T6298c4,LS"	"L4833"	
Si	8	""	"326.06"	""	"1.99e+02"	E	"201.928"	"205.729"	"2s.2p3.(5S*).3s"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	4	4		"T7370c12"	""	
Si	3	"327.046"	"327.0461"	"6"	"2.99e+07"	C+	"26.952400"	"30.742340"	"3p.3d"	"3D*"	"1"	"3p.4p"	"3P"	"1"	3	3		"T6298c4,LS"	"L4833"	
Si	3	"327.626"	"327.6265"	"10"	"8.91e+07"	B	"26.959114"	"30.742340"	"3p.3d"	"3D*"	"2"	"3p.4p"	"3P"	"1"	5	3		"T6298c4,LS"	"L4833"	
Si	3	"327.926"	"327.9261"	"7"	"1.18e+08"	C+	"26.952400"	"30.732169"	"3p.3d"	"3D*"	"1"	"3p.4p"	"3P"	"0"	3	1		"T6298c4,LS"	"L4833"	
Si	4	""	"328.7396"	""	"1.17e+05"	C+	"37.894667"	"41.665082"	"2p6.6p"	"2P*"	"1/2"	"2p6.8d"	"2D"	"3/2"	2	4		"c33"	""	
Si	4	""	"329.1853"	""	"1.12e+05"	C+	"37.899771"	"41.665082"	"2p6.6p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"5/2"	4	6		"c33"	""	
Si	4	""	"329.1853"	""	"1.85e+04"	C	"37.899771"	"41.665082"	"2p6.6p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"3/2"	4	4		"c33"	""	
Si	3	""	"329.4131"	""	"1.63e+07"	D	"28.226874"	"31.989581"	"3s.5d"	"1D"	"2"	"3s.9f"	"1F*"	"3"	5	7		"T6298c4"	""	
Si	3	""	"330.1678"	""	"7.89e+07"	C+	"28.355155"	"32.109262"	"3p.4s"	"1P*"	"1"	"3p.4p"	"1S"	"0"	3	1		"T6298c4"	""	
Si	3	""	"332.1600"	""	"5.01e+06"	C	"26.655272"	"30.386863"	"3s.5p"	"3P*"	"2"	"3p.4p"	"3D"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"332.6072"	""	"1.89e+06"	D	"25.333789"	"29.060364"	"3s.4d"	"1D"	"2"	"3s.6p"	"1P*"	"1"	5	3		"T6298c4"	""	
Si	2	"333.314"	"333.3139"	"300"	"1.00e+07"	C	"10.066443"	"13.785116"	"3s2.4p"	"2P*"	"1/2"	"3s2.6s"	"2S"	"1/2"	2	2		"T6570"	"L3541"	
Si	2	"333.982"	"333.9818"	"500"	"2.00e+07"	C+	"10.073880"	"13.785116"	"3s2.4p"	"2P*"	"3/2"	"3s2.6s"	"2S"	"1/2"	4	2		"T6570"	"L3541"	
Si	3	""	"334.6119"	""	"1.23e+06"	D+	"26.655272"	"30.359521"	"3s.5p"	"3P*"	"2"	"3p.4p"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Si	3	""	"334.6722"	""	"3.68e+06"	C	"26.655939"	"30.359521"	"3s.5p"	"3P*"	"1"	"3p.4p"	"3D"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"336.0643"	""	"1.35e+05"	E	"26.655272"	"30.343512"	"3s.5p"	"3P*"	"2"	"3p.4p"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Si	3	""	"336.1251"	""	"2.01e+06"	D+	"26.655939"	"30.343512"	"3s.5p"	"3P*"	"1"	"3p.4p"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Si	3	""	"336.1343"	""	"2.67e+06"	D+	"26.656040"	"30.343512"	"3s.5p"	"3P*"	"0"	"3p.4p"	"3D"	"1"	1	3		"T6298c4,LS"	""	
Si	6	""	"337.09"	""	"1.49e+04"	D	"129.1261"	"132.8031"	"2s2.2p4.(1D).3s"	"2D"	"3/2"	"2s2.2p4.(3P).3p"	"4P*"	"1/2"	4	2		"c44"	""	
Si	3	""	"343.9260"	""	"6.54e+05"	D+	"21.729855"	"25.333789"	"3s.4p"	"3P*"	"1"	"3s.4d"	"1D"	"2"	3	5		"c44"	""	
Si	3	""	"344.038"	""	"3.01e+07"	C	"27.961701"	"31.56447"	"3s.5f"	"1F*"	"3"	"3s.8g"	"1G"	"4"	7	9		"T6298c4"	""	
Si	3	""	"344.7938"	""	"2.80e+02"	E	"21.738926"	"25.333789"	"3s.4p"	"3P*"	"2"	"3s.4d"	"1D"	"2"	5	5		"c44"	""	
Si	3	""	"345.9655"	""	"4.93e+05"	D+	"26.804174"	"30.386863"	"3p.3d"	"3P*"	"2"	"3p.4p"	"3D"	"3"	5	7		"T6298c4,LS"	""	
Si	10	""	"347.97"	""	"5.15e+06"	C+	"252.414?"	"255.977"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2P"	"1/2"	4	2		"T7192c4,LS"	""	
Si	3	""	"348.6262"	""	"1.20e+05"	E	"26.804174"	"30.359521"	"3p.3d"	"3P*"	"2"	"3p.4p"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Si	3	""	"348.6825"	""	"1.73e+08"	B+	"24.995150"	"28.549923"	"3s.4d"	"3D"	"3"	"3s.5f"	"3F*"	"4"	7	9		"T6298c4,LS"	""	
Si	3	"348.691"	"348.6927"	"15"	"1.54e+08"	B+	"24.995001"	"28.549670"	"3s.4d"	"3D"	"2"	"3s.5f"	"3F*"	"3"	5	7		"T6298c4,LS"	"L4833"	
Si	3	""	"348.697"	""	"1.45e+08"	B	"24.994933"	"28.54956"	"3s.4d"	"3D"	"1"	"3s.5f"	"3F*"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"348.704"	""	"2.70e+07"	C+	"24.995001"	"28.54956"	"3s.4d"	"3D"	"2"	"3s.5f"	"3F*"	"2"	5	5		"T6298c4,LS"	""	
Si	3	""	"348.7073"	""	"1.92e+07"	C+	"24.995150"	"28.549670"	"3s.4d"	"3D"	"3"	"3s.5f"	"3F*"	"3"	7	7		"T6298c4,LS"	""	
Si	3	""	"348.719"	""	"7.61e+05"	D+	"24.995150"	"28.54956"	"3s.4d"	"3D"	"3"	"3s.5f"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Si	3	""	"349.8273"	""	"3.56e+05"	D	"26.816380"	"30.359521"	"3p.3d"	"3P*"	"1"	"3p.4p"	"3D"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"350.2031"	""	"1.31e+04"	E	"26.804174"	"30.343512"	"3p.3d"	"3P*"	"2"	"3p.4p"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Si	5	""	"350.36"	""	"1.89e+08"	B	"136.3050"	"139.8428"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"3"	5	7		"T6169c4,LS'"	""	
Si	3	""	"351.4151"	""	"1.95e+05"	E	"26.816380"	"30.343512"	"3p.3d"	"3P*"	"1"	"3p.4p"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Si	6	""	"351.54"	""	"1.62e+04"	D+	"129.1191"	"132.6450"	"2s2.2p4.(1D).3s"	"2D"	"5/2"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	6	4		"c44"	""	
Si	3	""	"352.1773"	""	"2.58e+05"	D	"26.824014"	"30.343512"	"3p.3d"	"3P*"	"0"	"3p.4p"	"3D"	"1"	1	3		"T6298c4,LS"	""	
Si	6	""	"352.24"	""	"5.44e+03"	D	"129.1261"	"132.6450"	"2s2.2p4.(1D).3s"	"2D"	"3/2"	"2s2.2p4.(3P).3p"	"4P*"	"3/2"	4	4		"c44"	""	
Si	3	"352.594"	"352.5939"	"9"	"2.48e+07"	C+	"26.598599"	"30.113939"	"3s.5p"	"1P*"	"1"	"3p.4p"	"1P"	"1"	3	3		"T6298c4"	"L4833"	
Si	3	""	"353.6796"	""	"1.57e+05"	D	"25.562576"	"29.067126"	"3s.5s"	"3S"	"1"	"3s.6p"	"3P*"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"353.8521"	""	"1.57e+05"	E	"25.562576"	"29.065417"	"3s.5s"	"3S"	"1"	"3s.6p"	"3P*"	"1"	3	3		"T6298c4,LS"	""	
Si	3	""	"354.0191"	""	"1.56e+05"	E	"25.562576"	"29.063765"	"3s.5s"	"3S"	"1"	"3s.6p"	"3P*"	"0"	3	1		"T6298c4,LS"	""	
Si	3	""	"354.9420"	""	"1.77e+03"	E	"24.663327"	"28.155413"	"3p.3d"	"3F*"	"2"	"3s.5d"	"3D"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"354.9988"	""	"8.78e+04"	E	"24.663327"	"28.154854"	"3p.3d"	"3F*"	"2"	"3s.5d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Si	3	""	"355.0369"	""	"7.87e+05"	D	"24.663327"	"28.154479"	"3p.3d"	"3F*"	"2"	"3s.5d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Si	3	""	"356.0617"	""	"9.71e+05"	D	"25.773102"	"29.254207"	"3s.5s"	"1S"	"0"	"3p.3d"	"1P*"	"1"	1	3		"T6298c4"	""	
Si	3	""	"356.2491"	""	"6.20e+04"	E	"24.676140"	"28.155413"	"3p.3d"	"3F*"	"3"	"3s.5d"	"3D"	"3"	7	7		"T6298c4,LS"	""	
Si	3	""	"356.3064"	""	"6.92e+05"	D+	"24.676140"	"28.154854"	"3p.3d"	"3F*"	"3"	"3s.5d"	"3D"	"2"	7	5		"T6298c4,LS"	""	
Si	3	"356.967"	"356.9672"	"8"	"5.78e+07"	D+	"26.598599"	"30.070873"	"3s.5p"	"1P*"	"1"	"3s.7s"	"1S"	"0"	3	1		"T6298c4"	"L4833"	
Si	3	""	"358.0047"	""	"7.02e+05"	D+	"24.693201"	"28.155413"	"3p.3d"	"3F*"	"4"	"3s.5d"	"3D"	"3"	9	7		"T6298c4,LS"	""	
Si	3	"359.047"	"359.0465"	"20"	"2.53e+08"	C	"21.881623"	"25.333789"	"3s.4p"	"1P*"	"1"	"3s.4d"	"1D"	"2"	3	5		"c44,T5038,T1860"	"L4833"	
Si	3	""	"361.6042"	""	"1.57e+06"	C	"26.959114"	"30.386863"	"3p.3d"	"3D*"	"2"	"3p.4p"	"3D"	"3"	5	7		"T6298c4,LS"	""	
Si	3	"362.254"	"362.2538"	"8w"	"1.25e+07"	C+	"26.965260"	"30.386863"	"3p.3d"	"3D*"	"3"	"3p.4p"	"3D"	"3"	7	7		"T6298c4,LS"	"L4833"	
Si	3	""	"362.401"	""	"1.23e+07"	D	"28.54956"	"31.96977"	"3s.5f"	"3F*"	"2"	"3s.9g"	"3G"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"362.413"	""	"1.08e+06"	E	"28.549670"	"31.96977"	"3s.5f"	"3F*"	"3"	"3s.9g"	"3G"	"3"	7	7		"T6298c4,LS"	""	
Si	3	""	"362.413"	""	"1.26e+07"	D+	"28.549670"	"31.96977"	"3s.5f"	"3F*"	"3"	"3s.9g"	"3G"	"4"	7	9		"T6298c4,LS"	""	
Si	3	""	"362.440"	""	"8.37e+05"	E	"28.549923"	"31.96977"	"3s.5f"	"3F*"	"4"	"3s.9g"	"3G"	"4"	9	9		"T6298c4,LS"	""	
Si	3	""	"362.440"	""	"1.34e+07"	D+	"28.549923"	"31.96977"	"3s.5f"	"3F*"	"4"	"3s.9g"	"3G"	"5"	9	11		"T6298c4,LS"	""	
Si	3	""	"362.440"	""	"1.64e+04"	E	"28.549923"	"31.96977"	"3s.5f"	"3F*"	"4"	"3s.9g"	"3G"	"3"	9	7		"T6298c4,LS"	""	
Si	3	""	"363.7936"	""	"2.08e+06"	C	"26.952400"	"30.359521"	"3p.3d"	"3D*"	"1"	"3p.4p"	"3D"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"363.8524"	""	"1.89e+07"	C	"28.154479"	"31.561049"	"3s.5d"	"3D"	"1"	"3s.8f"	"3F*"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"363.8894"	""	"2.00e+07"	C	"28.154854"	"31.561078"	"3s.5d"	"3D"	"2"	"3s.8f"	"3F*"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"363.8924"	""	"3.50e+06"	D	"28.154854"	"31.561049"	"3s.5d"	"3D"	"2"	"3s.8f"	"3F*"	"2"	5	5		"T6298c4,LS"	""	
Si	3	"363.945"	"363.9441"	"5w"	"2.24e+07"	C	"28.155413"	"31.561125"	"3s.5d"	"3D"	"3"	"3s.8f"	"3F*"	"4"	7	9		"T6298c4,LS"	"L4833"	
Si	3	""	"363.9491"	""	"2.50e+06"	D	"28.155413"	"31.561078"	"3s.5d"	"3D"	"3"	"3s.8f"	"3F*"	"3"	7	7		"T6298c4,LS"	""	
Si	3	""	"363.9522"	""	"9.86e+04"	E	"28.155413"	"31.561049"	"3s.5d"	"3D"	"3"	"3s.8f"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Si	3	"364.512"	"364.5119"	"6w"	"9.58e+06"	C+	"26.959114"	"30.359521"	"3p.3d"	"3D*"	"2"	"3p.4p"	"3D"	"2"	5	5		"T6298c4,LS"	"L4833"	
Si	6	""	"364.90"	""	"2.37e+03"	D	"129.1191"	"132.5159"	"2s2.2p4.(1D).3s"	"2D"	"5/2"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	6	6		"c44"	""	
Si	3	""	"365.1719"	""	"2.14e+06"	C	"26.965260"	"30.359521"	"3p.3d"	"3D*"	"3"	"3p.4p"	"3D"	"2"	7	5		"T6298c4,LS"	""	
Si	3	""	"365.5111"	""	"1.02e+07"	C	"26.952400"	"30.343512"	"3p.3d"	"3D*"	"1"	"3p.4p"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Si	6	""	"365.65"	""	"2.40e+02"	E	"129.1261"	"132.5159"	"2s2.2p4.(1D).3s"	"2D"	"3/2"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	4	6		"c44"	""	
Si	3	""	"366.2362"	""	"3.40e+06"	C	"26.959114"	"30.343512"	"3p.3d"	"3D*"	"2"	"3p.4p"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Si	3	""	"367.6731"	""	"2.03e+07"	C	"28.226874"	"31.598045"	"3s.5d"	"1D"	"2"	"3s.8f"	"1F*"	"3"	5	7		"T6298c4"	""	
Si	3	"368.140"	"368.1402"	"7w"	"2.51e+07"	D+	"26.655272"	"30.022166"	"3s.5p"	"3P*"	"2"	"3s.7s"	"3S"	"1"	5	3		"T6298c4,LS"	"L4833"	
Si	3	"368.215"	"368.2132"	"5w"	"1.50e+07"	D+	"26.655939"	"30.022166"	"3s.5p"	"3P*"	"1"	"3s.7s"	"3S"	"1"	3	3		"T6298c4,LS"	"L4833"	
Si	3	""	"368.2242"	""	"5.00e+06"	D	"26.656040"	"30.022166"	"3s.5p"	"3P*"	"0"	"3s.7s"	"3S"	"1"	1	3		"T6298c4,LS"	""	
Si	4	""	"376.2431"	""	"2.10e+08"	A	"30.997044"	"34.291429"	"2p6.4d"	"2D"	"5/2"	"2p6.5p"	"2P*"	"3/2"	6	4		"c33"	""	
Si	4	"376.244"	"376.2448"	"8"	"2.33e+07"	A	"30.997059"	"34.291429"	"2p6.4d"	"2D"	"3/2"	"2p6.5p"	"2P*"	"3/2"	4	4		"c33"	"L6098"	
Si	3	""	"377.0585"	""	"4.42e+05"	D	"25.773102"	"29.060364"	"3s.5s"	"1S"	"0"	"3s.6p"	"1P*"	"1"	1	3		"T6298c4"	""	
Si	4	"377.315"	"377.3150"	"6"	"2.33e+08"	A	"30.997059"	"34.282086"	"2p6.4d"	"2D"	"3/2"	"2p6.5p"	"2P*"	"1/2"	4	2		"c33"	"L6098"	
Si	3	"379.141"	"379.1439"	"20c"	"1.76e+08"	B+	"21.725752"	"24.994933"	"3s.4p"	"3P*"	"0"	"3s.4d"	"3D"	"1"	1	3		"c44"	"L4833"	
Si	3	"379.611"	"379.6124"	"25"	"2.36e+08"	B+	"21.729855"	"24.995001"	"3s.4p"	"3P*"	"1"	"3s.4d"	"3D"	"2"	3	5		"c44"	"L4833"	
Si	3	""	"379.6203"	""	"1.31e+08"	B+	"21.729855"	"24.994933"	"3s.4p"	"3P*"	"1"	"3s.4d"	"3D"	"1"	3	3		"c44"	""	
Si	3	"380.654"	"380.6526"	"30"	"3.14e+08"	B+	"21.738926"	"24.995150"	"3s.4p"	"3P*"	"2"	"3s.4d"	"3D"	"3"	5	7		"c44"	"L4833"	
Si	3	""	"380.6700"	""	"7.84e+07"	B+	"21.738926"	"24.995001"	"3s.4p"	"3P*"	"2"	"3s.4d"	"3D"	"2"	5	5		"c44"	""	
Si	3	""	"380.6779"	""	"8.70e+06"	C+	"21.738926"	"24.994933"	"3s.4p"	"3P*"	"2"	"3s.4d"	"3D"	"1"	5	3		"c44"	""	
